Expected constant (n/10): 24786.9

Rank	Word	Frequency	Rank*Frequency
13839	spirits	1	13839
13840	scurried	1	13840
13841	indonesia	1	13841
13842	thailand	1	13842
13843	salvaged	1	13843
13844	phyto	1	13844
13845	puronjit	1	13845
13846	dibnath	1	13846
13847	manufacturers	1	13847
13848	hiccup	1	13848
13849	thai	1	13849
13850	evinced	1	13850
13851	tightrope	1	13851
13852	forgo	1	13852
13853	proposition	1	13853
13854	conclusive	1	13854
13855	considerate	1	13855
13856	deprive	1	13856
13857	leftbacked	1	13857
13858	slashed	1	13858
13859	stair	1	13859
13860	bansdiha	1	13860
13861	puruliabankura	1	13861
13862	nvf	1	13862
13863	guarded	1	13863
13864	bandhmura	1	13864
13865	dantan	1	13865
13866	defends	1	13866
13867	lengthy	1	13867
13868	telephoned	1	13868
13869	brazen	1	13869
13870	sacred	1	13870
13871	letting	1	13871
13872	lutfar	1	13872
13873	magisterial	1	13873
13874	shiksha	1	13874
13875	rashidujjaman	1	13875
13876	indicted	1	13876
13877	droputs	1	13877
13878	headmasters	1	13878
13879	slight	1	13879
13880	horse	1	13880
13881	carriage	1	13881
13882	mourigram	1	13882
13883	context	1	13883
13884	bhandaris	1	13884
13885	inexperience	1	13885
13886	arrogance	1	13886
13887	adjusted	1	13887
13888	mecheda	1	13888
13889	padampur	1	13889
13890	appraise	1	13890
13891	actual	1	13891
13892	unbecoming	1	13892
13893	contradict	1	13893
13894	imply	1	13894
13895	differentiated	1	13895
13896	misrule	1	13896
13897	plugs	1	13897
13898	curbs	1	13898
13899	locomotion	1	13899
13900	additionally	1	13900
13901	overrides	1	13901
13902	disposing	1	13902
13903	pravash	1	13903
13904	nilufar	1	13904
13905	nilufars	1	13905
13906	contaminated	1	13906
13907	piped	1	13907
13908	leak	1	13908
13909	contamination	1	13909
13910	fourdayold	1	13910
13911	trespasses	1	13911
13912	palodhy	1	13912
13913	buro	1	13913
13914	liquefied	1	13914
13915	ballynational	1	13915
13916	tatas	1	13916
13917	beaming	1	13917
13918	badge	1	13918
13919	scs	1	13919
13920	sabh	1	13920
13921	sashays	1	13921
13922	allwoman	1	13922
13923	unites	1	13923
13924	amita	1	13924
13925	ganatantrik	1	13925
13926	anwara	1	13926
13927	heinous	1	13927
13928	bhuvan	1	13928
13929	mediate	1	13929
13930	umapada	1	13930
13931	shantu	1	13931
13932	limped	1	13932
13933	pakihira	1	13933
13934	tracked	1	13934
13935	addresses	1	13935
13936	wings	1	13936
13937	underweight	1	13937
13938	infants	1	13938
13939	strident	1	13939
13940	detractors	1	13940
13941	induct	1	13941
13942	reconstitute	1	13942
13943	chander	1	13943
13944	oncedreaded	1	13944
13945	tenants	1	13945
13946	doorbell	1	13946
13947	illinois	1	13947
13948	nashik	1	13948
13949	ramgopal	1	13949
13950	sonsinlaw	1	13950
13951	topping	1	13951
13952	bangle	1	13952
13953	yearandahalf	1	13953
13954	rescu	1	13954
13955	mea	1	13955
13956	overacenturyold	1	13956
13957	saktinagar	1	13957
13958	anitas	1	13958
13959	rarest	1	13959
13960	happenings	1	13960
13961	difficulty	1	13961
13962	bug	1	13962
13963	golfing	1	13963
13964	adults	1	13964
13965	makaibari	1	13965
13966	panighatta	1	13966
13967	darjeelings	1	13967
13968	samsing	1	13968
13969	hilla	1	13969
13970	murti	1	13970
13971	phaskowa	1	13971
13972	log	1	13972
13973	arenas	1	13973
13974	towers	1	13974
13975	landscaping	1	13975
13976	polo	1	13976
13977	nagrakata	1	13977
13978	ranicherra	1	13978
13979	teatasting	1	13979
13980	shuns	1	13980
13981	trivedi	1	13981
13982	ideologies	1	13982
13983	upper	1	13983
13984	nilotpal	1	13984
13985	positively	1	13985
13986	utilisation	1	13986
13987	brawling	1	13987
13988	marjinas	1	13988
13989	retract	1	13989
13990	formalise	1	13990
13991	abdar	1	13991
13992	ostracised	1	13992
13993	rajabs	1	13993
13994	terrible	1	13994
13995	remembered	1	13995
13996	ceased	1	13996
13997	condemn	1	13997
13998	dla	1	13998
13999	advocates	1	13999
14000	latino	1	14000
14001	nisha	1	14001
14002	breezed	1	14002
14003	maria	1	14003
14004	puerto	1	14004
14005	rican	1	14005
14006	hushhush	1	14006
14007	email	1	14007
14008	advising	1	14008
14009	shake	1	14009
14010	steven	1	14010
14011	spielberg	1	14011
14012	et	1	14012
14013	belted	1	14013
14014	anthem	1	14014
14015	copa	1	14015
14016	da	1	14016
14017	vida	1	14017
14018	singing	1	14018
14019	kick	1	14019
14020	slushy	1	14020
14021	performer	1	14021
14022	oberoi	1	14022
14023	coffee	1	14023
14024	companions	1	14024
14025	disturbed	1	14025
14026	whiff	1	14026
14027	greed	1	14027
14028	buck	1	14028
14029	fleecing	1	14029
14030	tempted	1	14030
14031	superseded	1	14031
14032	enemies	1	14032
14033	envied	1	14033
14034	khara	1	14034
14035	bargaining	1	14035
14036	ranging	1	14036
14037	yatri	1	14037
14038	niwas	1	14038
14039	flurry	1	14039
14040	lastminute	1	14040
14041	clog	1	14041
14042	systematically	1	14042
14043	favourites	1	14043
14044	prevails	1	14044
14045	criteria	1	14045
14046	payer	1	14046
14047	cogent	1	14047
14048	allots	1	14048
14049	preserving	1	14049
14050	selfinterest	1	14050
14051	progovernment	1	14051
14052	pointing	1	14052
14053	developers	1	14053
14054	highpowered	1	14054
14055	capability	1	14055
14056	verified	1	14056
14057	woos	1	14057
14058	aiming	1	14058
14059	galore	1	14059
14060	taai	1	14060
14061	rebate	1	14061
14062	lovely	1	14062
14063	vaishnodevi	1	14063
14064	amarnath	1	14064
14065	pervez	1	14065
14066	musharraf	1	14066
14067	hawked	1	14067
14068	sars	1	14068
14069	secondbest	1	14069
14070	lim	1	14070
14071	neo	1	14071
14072	chian	1	14072
14073	holidaymakers	1	14073
14074	producers	1	14074
14075	vehi	1	14075
14076	obrien	1	14076
14077	purbapalli	1	14077
14078	dyfis	1	14078
14079	bandelmogra	1	14079
14080	converged	1	14080
14081	stoned	1	14081
14082	chinsurahbound	1	14082
14083	missiles	1	14083
14084	stab	1	14084
14085	chhabi	1	14085
14086	shoddily	1	14086
14087	abscond	1	14087
14088	pins	1	14088
14089	dg	1	14089
14090	identity	1	14090
14091	selfloading	1	14091
14092	aks	1	14092
14093	hopefully	1	14093
14094	needle	1	14094
14095	intensified	1	14095
14096	retires	1	14096
14097	paikpara	1	14097
14098	prodded	1	14098
14099	acquittal	1	14099
14100	gloom	1	14100
14101	enveloped	1	14101
14102	summers	1	14102
14103	provisional	1	14103
14104	rap	1	14104
14105	othersit	1	14105
14106	uneducated	1	14106
14107	scopes	1	14107
14108	oriented	1	14108
14109	diversified	1	14109
14110	floriculture	1	14110
14111	mckinsey	1	14111
14112	prosecutors	1	14112
14113	lootandrape	1	14113
14114	preoccupied	1	14114
14115	selects	1	14115
14116	practitioners	1	14116
14117	nazrul	1	14117
14118	azadi	1	14118
14119	memoranda	1	14119
14120	barbarism	1	14120
14121	parading	1	14121
14122	subhadra	1	14122
14123	shaved	1	14123
14124	paint	1	14124
14125	hated	1	14125
14126	medieval	1	14126
14127	formalising	1	14127
14128	entity	1	14128
14129	penetrated	1	14129
14130	beef	1	14130
14131	surveillance	1	14131
14132	cockfight	1	14132
14133	finest	1	14133
14134	spies	1	14134
14135	misused	1	14135
14136	upscale	1	14136
14137	kamini	1	14137
14138	sweep	1	14138
14139	deeds	1	14139
14140	removes	1	14140
14141	caseyour	1	14141
14142	writes	1	14142
14143	recused	1	14143
14144	immunity	1	14144
14145	creation	1	14145
14146	gd	1	14146
14147	momentum	1	14147
14148	channelled	1	14148
14149	confinement	1	14149
14150	pie	1	14150
14151	genius	1	14151
14152	negative	1	14152
14153	stereotyping	1	14153
14154	powerhouse	1	14154
14155	majors	1	14155
14156	globe	1	14156
14157	giants	1	14157
14158	niit	1	14158
14159	waterhousecoopers	1	14159
14160	expanding	1	14160
14161	hsbc	1	14161
14162	rp	1	14162
14163	topofthemind	1	14163
14164	totality	1	14164
14165	saltlec	1	14165
14166	seams	1	14166
14167	proposes	1	14167
14168	nays	1	14168
14169	snaps	1	14169
14170	stooge	1	14170
14171	snuffed	1	14171
14172	malicious	1	14172
14173	beleaguered	1	14173
14174	indecision	1	14174
14175	chinabased	1	14175
14176	blacklisted	1	14176
14177	shyama	1	14177
14178	manipulation	1	14178
14179	jahar	1	14179
14180	rakshit	1	14180
14181	manasi	1	14181
14182	shyamaprasad	1	14182
14183	apolitical	1	14183
14184	dissidents	1	14184
14185	wields	1	14185
14186	knows	1	14186
14187	wilderness	1	14187
14188	coercion	1	14188
14189	ruia	1	14189
14190	patulia	1	14190
14191	festivals	1	14191
14192	sadiq	1	14192
14193	solemnise	1	14193
14194	jalauddin	1	14194
14195	redeploy	1	14195
14196	displaced	1	14196
14197	handinhand	1	14197
14198	prolabour	1	14198
14199	despair	1	14199
14200	auditor	1	14200
14201	umbrella	1	14201
14202	fledgling	1	14202
14203	mukherjea	1	14203
14204	slamming	1	14204
14205	disillusioned	1	14205
14206	controls	1	14206
14207	stateowned	1	14207
14208	computed	1	14208
14209	components	1	14209
14210	encashment	1	14210
14211	provident	1	14211
14212	augmentation	1	14212
14213	reemployment	1	14213
14214	tarulia	1	14214
14215	kuddus	1	14215
14216	prayed	1	14216
14217	enclosed	1	14217
14218	academicians	1	14218
14219	ciiorganised	1	14219
14220	ample	1	14220
14221	lauded	1	14221
14222	burial	1	14222
14223	zari	1	14223
14224	sunder	1	14224
14225	ramsunder	1	14225
14226	sudarshan	1	14226
14227	dherua	1	14227
14228	bimala	1	14228
14229	tuhinmoy	1	14229
14230	chalui	1	14230
14231	handicrafts	1	14231
14232	tradition	1	14232
14233	fireworks	1	14233
14234	maharshi	1	14234
14235	debendranath	1	14235
14236	mathurs	1	14236
14237	aparajita	1	14237
14238	pathology	1	14238
14239	hal	1	14239
14240	madh	1	14240
14241	tho	1	14241
14242	hosp	1	14242
14243	picnickers	1	14243
14244	strang	1	14244
14245	gaze	1	14245
14246	modelturnedpainter	1	14246
14247	mar	1	14247
14248	electric	1	14248
14249	tim	1	14249
14250	presents	1	14250
14251	navaras	1	14251
14252	natyasastra	1	14252
14253	grammywinner	1	14253
14254	tanmoy	1	14254
14255	imprisoned	1	14255
14256	punitive	1	14256
14257	gross	1	14257
14258	socialism	1	14258
14259	secularism	1	14259
14260	sovereignty	1	14260
14261	integrity	1	14261
14262	embodied	1	14262
14263	enunciated	1	14263
14264	bombay	1	14264
14265	sena	1	14265
14266	wilfully	1	14266
14267	aiims	1	14267
14268	safdarjung	1	14268
14269	cliff	1	14269
14270	inclement	1	14270
14271	brothersinlaw	1	14271
14272	minati	1	14272
14273	piyush	1	14273
14274	paskan	1	14274
14275	durjdharpur	1	14275
14276	assaults	1	14276
14277	bajrul	1	14277
14278	paswan	1	14278
14279	yuvraj	1	14279
14280	rummaged	1	14280
14281	kerbala	1	14281
14282	yuvrajs	1	14282
14283	mitthi	1	14283
14284	funnylooking	1	14284
14285	cracking	1	14285
14286	playwin	1	14286
14287	super	1	14287
14288	lotto	1	14288
14289	distributors	1	14289
14290	laws	1	14290
14291	specifies	1	14291
14292	bumper	1	14292
14293	calendar	1	14293
14294	chuni	1	14294
14295	sheriff	1	14295
14296	cardiologist	1	14296
14297	expires	1	14297
14298	gangrape	1	14298
14299	drags	1	14299
14300	deserter	1	14300
14301	memari	1	14301
14302	auditorgenerals	1	14302
14303	persecution	1	14303
14304	suvankar	1	14304
14305	adjust	1	14305
14306	dubious	1	14306
14307	kickbacks	1	14307
14308	applying	1	14308
14309	completelyresidential	1	14309
14310	newlyacquired	1	14310
14311	sriniketansantiniketan	1	14311
14312	hampers	1	14312
14313	hostels	1	14313
14314	backfire	1	14314
14315	twominute	1	14315
14316	controlroom	1	14316
14317	jhajha	1	14317
14318	commissionerii	1	14318
14319	onduty	1	14319
14320	eastcentral	1	14320
14321	punishable	1	14321
14322	jaigaon	1	14322
14323	amused	1	14323
14324	hamiltonganj	1	14324
14325	kalchini	1	14325
14326	groundwork	1	14326
14327	churned	1	14327
14328	unheard	1	14328
14329	mates	1	14329
14330	lunched	1	14330
14331	pulau	1	14331
14332	kindled	1	14332
14333	regulars	1	14333
14334	khichdi	1	14334
14335	pays	1	14335
14336	ingredients	1	14336
14337	homewe	1	14337
14338	sutradhars	1	14338
14339	contributes	1	14339
14340	goats	1	14340
14341	poultry	1	14341
14342	probable	1	14342
14343	landslides	1	14343
14344	cyclones	1	14344
14345	flashfloods	1	14345
14346	floodrelated	1	14346
14347	kheyali	1	14347
14348	dastidarleft	1	14348
14349	poulami	1	14349
14350	explains	1	14350
14351	arohon	1	14351
14352	arayan	1	14352
14353	homebound	1	14353
14354	gouri	1	14354
14355	shashibhushan	1	14355
14356	kanya	1	14356
14357	vidyapeeth	1	14357
14358	padmapukuria	1	14358
14359	marichda	1	14359
14360	contaiiii	1	14360
14361	tanti	1	14361
14362	guardian	1	14362
14363	signatories	1	14363
14364	kalas	1	14364
14365	evade	1	14365
14366	steelcor	1	14366
14367	va	1	14367
14368	gum	1	14368
14369	ventilator	1	14369
14370	unconventional	1	14370
14371	bm	1	14371
14372	anaesthesia	1	14372
14373	ventilation	1	14373
14374	catheter	1	14374
14375	vertebrae	1	14375
14376	mask	1	14376
14377	inhalation	1	14377
14378	heartlung	1	14378
14379	torso	1	14379
14380	anaesthetised	1	14380
14381	apollo	1	14381
14382	gleneagles	1	14382
14383	sixtyfiveyearold	1	14383
14384	pushparani	1	14384
14385	arthritis	1	14385
14386	mgdl	1	14386
14387	slipping	1	14387
14388	insulin	1	14388
14389	fivehour	1	14389
14390	ticketchecker	1	14390
14391	examiner	1	14391
14392	hemmed	1	14392
14393	beharbound	1	14393
14394	replied	1	14394
14395	ttes	1	14395
14396	pranatis	1	14396
14397	needful	1	14397
14398	supposedly	1	14398
14399	ujwal	1	14399
14400	selections	1	14400
14401	screens	1	14401
14402	snowball	1	14402
14403	profront	1	14403
14404	nonfront	1	14404
14405	applicant	1	14405
14406	appointees	1	14406
14407	applicants	1	14407
14408	barma	1	14408
14409	dhabaleswar	1	14409
14410	threequarters	1	14410
14411	spinach	1	14411
14412	accorded	1	14412
14413	locomotives	1	14413
14414	batasia	1	14414
14415	ghoom	1	14415
14416	dampener	1	14416
14417	joyridethe	1	14417
14418	joyride	1	14418
14419	journeys	1	14419
14420	agains	1	14420
14421	coll	1	14421
14422	hamle	1	14422
14423	rapidly	1	14423
14424	palta	1	14424
14425	maheshtala	1	14425
14426	unsuspecting	1	14426
14427	nave	1	14427
14428	assume	1	14428
14429	uncalled	1	14429
14430	deflect	1	14430
14431	reflected	1	14431
14432	overtures	1	14432
14433	vetoes	1	14433
14434	srikrishna	1	14434
14435	plantationorchard	1	14435
14436	plantationorchardbagan	1	14436
14437	appellant	1	14437
14438	pertained	1	14438
14439	godavarman	1	14439
14440	thirumalpad	1	14440
14441	confine	1	14441
14442	fourmonth	1	14442
14443	fracturing	1	14443
14444	wrist	1	14444
14445	binodan	1	14445
14446	baul	1	14446
14447	rati	1	14447
14448	srl	1	14448
14449	ranbaxy	1	14449
14450	guncarrying	1	14450
14451	morcha	1	14451
14452	bakreswar	1	14452
14453	ove	1	14453
14454	acq	1	14454
14455	laboni	1	14455
14456	inder	1	14456
14457	artiste	1	14457
14458	sneher	1	14458
14459	bandhan	1	14459
14460	saturdayinder	1	14460
14461	starred	1	14461
14462	mf	1	14462
14463	husains	1	14463
14464	gajagamini	1	14464
14465	spar	1	14465
14466	personify	1	14466
14467	insult	1	14467
14468	mukhopadhyays	1	14468
14469	maintainability	1	14469
14470	hiten	1	14470
14471	grain	1	14471
14472	nonavailability	1	14472
14473	conniving	1	14473
14474	publ	1	14474
14475	bearers	1	14475
14476	takeover	1	14476
14477	handinglove	1	14477
14478	perfect	1	14478
14479	carnival	1	14479
14480	batches	1	14480
14481	swirling	1	14481
14482	carols	1	14482
14483	bands	1	14483
14484	alicia	1	14484
14485	ferried	1	14485
14486	adventurerelated	1	14486
14487	rockclimbing	1	14487
14488	mile	1	14488
14489	guided	1	14489
14490	tournament	1	14490
14491	algarah	1	14491
14492	jhandi	1	14492
14493	dara	1	14493
14494	deman	1	14494
14495	vocalist	1	14495
14496	musicworld	1	14496
14497	threemonthold	1	14497
14498	khalek	1	14498
14499	massacre	1	14499
14500	chairmansecretary	1	14500
14501	consecutive	1	14501
14502	excitement	1	14502
14503	relented	1	14503
14504	cituorganised	1	14504
14505	respondent	1	14505
14506	jusitice	1	14506
14507	mahishamardini	1	14507
14508	paperii	1	14508
14509	answerscript	1	14509
14510	tamaghnas	1	14510
14511	pratik	1	14511
14512	darangbahara	1	14512
14513	jagan	1	14513
14514	damuria	1	14514
14515	countered	1	14515
14516	oarn	1	14516
14517	connived	1	14517
14518	swathes	1	14518
14519	dvc	1	14519
14520	discharges	1	14520
14521	barrages	1	14521
14522	bhagabanpur	1	14522
14523	rubble	1	14523
14524	birbhums	1	14524
14525	neighbourhoods	1	14525
14526	jhaudanga	1	14526
14527	duma	1	14527
14528	precarious	1	14528
14529	experiencing	1	14529
14530	highspeed	1	14530
14531	milk	1	14531
14532	northeasterly	1	14532
14533	equate	1	14533
14534	earns	1	14534
14535	hungerdeath	1	14535
14536	spurs	1	14536
14537	descended	1	14537
14538	belpaharikankrajhore	1	14538
14539	kailashs	1	14539
14540	rasik	1	14540
14541	jolted	1	14541
14542	beefing	1	14542
14543	burijhore	1	14543
14544	birgi	1	14544
14545	stalling	1	14545
14546	harmed	1	14546
14547	eggs	1	14547
14548	rued	1	14548
14549	namopara	1	14549
14550	sympathised	1	14550
14551	himnagshu	1	14551
14552	ha	1	14552
14553	wrested	1	14553
14554	infuriated	1	14554
14555	aasma	1	14555
14556	computerised	1	14556
14557	controlrooms	1	14557
14558	installing	1	14558
14559	loopholes	1	14559
14560	smoother	1	14560
14561	salkia	1	14561
14562	joka	1	14562
14563	rectification	1	14563
14564	logical	1	14564
14565	expulsion	1	14565
14566	talked	1	14566
14567	endorse	1	14567
14568	shrinking	1	14568
14569	perimeter	1	14569
14570	comparison	1	14570
14571	mauja	1	14571
14572	settlements	1	14572
14573	wetland	1	14573
14574	degraded	1	14574
14575	nayabandh	1	14575
14576	ranabhutia	1	14576
14577	aathghara	1	14577
14578	carved	1	14578
14579	tardaha	1	14579
14580	tardahakapashati	1	14580
14581	vidyadhari	1	14581
14582	prodipto	1	14582
14583	remedial	1	14583
14584	frozen	1	14584
14585	sore	1	14585
14586	pertain	1	14586
14587	dhirendra	1	14587
14588	dialogues	1	14588
14589	speedy	1	14589
14590	barbedwire	1	14590
14591	households	1	14591
14592	barbed	1	14592
14593	unwilling	1	14593
14594	reigns	1	14594
14595	thanked	1	14595
14596	outdoors	1	14596
14597	fauj	1	14597
14598	pamphlets	1	14598
14599	badri	1	14599
14600	heightened	1	14600
14601	com	1	14601
14602	kumartuli	1	14602
14603	buttons	1	14603
14604	atpur	1	14604
14605	pronaxalite	1	14605
14606	instigating	1	14606
14607	revolt	1	14607
14608	mahata	1	14608
14609	miscreant	1	14609
14610	fatak	1	14610
14611	assailant	1	14611
14612	katila	1	14612
14613	lifescience	1	14613
14614	kesoram	1	14614
14615	rayon	1	14615
14616	kuntighat	1	14616
14617	sanjoys	1	14617
14618	dunlop	1	14618
14619	sahagunj	1	14619
14620	jawahar	1	14620
14621	provider	1	14621
14622	chockablock	1	14622
14623	articulated	1	14623
14624	peppered	1	14624
14625	references	1	14625
14626	fatherofthenation	1	14626
14627	gandhighat	1	14627
14628	defending	1	14628
14629	concepts	1	14629
14630	gandhiji	1	14630
14631	colonialism	1	14631
14632	incorporated	1	14632
14633	condone	1	14633
14634	reckons	1	14634
14635	pacify	1	14635
14636	soften	1	14636
14637	champion	1	14637
14638	decisive	1	14638
14639	deduction	1	14639
14640	cats	1	14640
14641	rummaging	1	14641
14642	spilling	1	14642
14643	vats	1	14643
14644	scattering	1	14644
14645	dragging	1	14645
14646	khulna	1	14646
14647	sylhet	1	14647
14648	tarenia	1	14648
14649	cocaine	1	14649
14650	peddlers	1	14650
14651	coordinating	1	14651
14652	gather	1	14652
14653	jambudwip	1	14653
14654	operatives	1	14654
14655	ordere	1	14655
14656	transcending	1	14656
14657	boundaries	1	14657
14658	pakistani	1	14658
14659	sheema	1	14659
14660	kermani	1	14660
14661	rhythm	1	14661
14662	poem	1	14662
14663	stalks	1	14663
14664	psychosis	1	14664
14665	sandhi	1	14665
14666	nandas	1	14666
14667	vulnerable	1	14667
14668	bhulabheda	1	14668
14669	dijomoni	1	14669
14670	sabar	1	14670
14671	gopinath	1	14671
14672	caretaker	1	14672
14673	bijon	1	14673
14674	cubicles	1	14674
14675	rampuria	1	14675
14676	terrace	1	14676
14677	admirers	1	14677
14678	opus	1	14678
14679	khanna	1	14679
14680	saifs	1	14680
14681	chartbuster	1	14681
14682	sapnon	1	14682
14683	kab	1	14683
14684	ayegi	1	14684
14685	tu	1	14685
14686	romantic	1	14686
14687	composed	1	14687
14688	anew	1	14688
14689	khanstarrer	1	14689
14690	chopras	1	14690
14691	novel	1	14691
14692	dining	1	14692
14693	secondclass	1	14693
14694	princess	1	14694
14695	incomparably	1	14695
14696	regal	1	14696
14697	movie	1	14697
14698	panchali	1	14698
14699	buffs	1	14699
14700	muchloved	1	14700
14701	maintains	1	14701
14702	amarendra	1	14702
14703	kazipara	1	14703
14704	barnali	1	14704
14705	barnalis	1	14705
14706	subscribers	1	14706
14707	unlimited	1	14707
14708	lid	1	14708
14709	antyoday	1	14709
14710	baikuntha	1	14710
14711	wheatwe	1	14711
14712	pandoras	1	14712
14713	nudged	1	14713
14714	hitherto	1	14714
14715	untouched	1	14715
14716	panchayati	1	14716
14717	meaningful	1	14717
14718	suma	1	14718
14719	reaffirmed	1	14719
14720	segregation	1	14720
14721	taunt	1	14721
14722	males	1	14722
14723	agrawal	1	14723
14724	convert	1	14724
14725	noncriminal	1	14725
14726	talat	1	14726
14727	slain	1	14727
14728	fetching	1	14728
14729	ntpcs	1	14729
14730	viswarup	1	14730
14731	protestors	1	14731
14732	fullsteam	1	14732
14733	anus	1	14733
14734	electricit	1	14734
14735	purul	1	14735
14736	entall	1	14736
14737	uncovered	1	14737
14738	motorists	1	14738
14739	deula	1	14739
14740	usthi	1	14740
14741	sobha	1	14741
14742	durgas	1	14742
14743	jyotsna	1	14743
14744	dhubulia	1	14744
14745	relentlessly	1	14745
14746	transformer	1	14746
14747	dibakar	1	14747
14748	chowbey	1	14748
14749	saikat	1	14749
14750	hierarchy	1	14750
14751	tilted	1	14751
14752	penchant	1	14752
14753	invariably	1	14753
14754	swirled	1	14754
14755	indiscretion	1	14755
14756	notably	1	14756
14757	journalist	1	14757
14758	amazed	1	14758
14759	reproduced	1	14759
14760	ferret	1	14760
14761	photographers	1	14761
14762	honest	1	14762
14763	unpredictable	1	14763
14764	misconceived	1	14764
14765	affirmed	1	14765
14766	expression	1	14766
14767	cables	1	14767
14768	parashpur	1	14768
14769	taltali	1	14769
14770	gk	1	14770
14771	metre	1	14771
14772	katwaazimgunj	1	14772
14773	rampurhatsahebgunj	1	14773
14774	redirected	1	14774
14775	providential	1	14775
14776	phanindranath	1	14776
14777	circuits	1	14777
14778	joyrampur	1	14778
14779	dohorbuicha	1	14779
14780	shyamacharan	1	14780
14781	rupalis	1	14781
14782	pressing	1	14782
14783	brabourne	1	14783
14784	meningitis	1	14784
14785	shivers	1	14785
14786	atarua	1	14786
14787	salbadra	1	14787
14788	blocki	1	14788
14789	mary	1	14789
14790	moni	1	14790
14791	chunda	1	14791
14792	digambar	1	14792
14793	laltu	1	14793
14794	stagnant	1	14794
14795	islams	1	14795
14796	rsps	1	14796
14797	boses	1	14797
14798	postpoll	1	14798
14799	cpis	1	14799
14800	exposes	1	14800
14801	reveals	1	14801
14802	egypt	1	14802
14803	jyotiprakash	1	14803
14804	basav	1	14804
14805	internally	1	14805
14806	mobilised	1	14806
14807	investing	1	14807
14808	modernising	1	14808
14809	additions	1	14809
14810	bishnuram	1	14810
14811	vessels	1	14811
14812	thereby	1	14812
14813	drawer	1	14813
14814	bantia	1	14814
14815	burrabazarposta	1	14815
14816	pits	1	14816
14817	subdivisionlevel	1	14817
14818	floodaffected	1	14818
14819	prashanta	1	14819
14820	pgns	1	14820
14821	shrine	1	14821
14822	frightened	1	14822
14823	ayub	1	14823
14824	buyer	1	14824
14825	receiver	1	14825
14826	packet	1	14826
14827	amladangri	1	14827
14828	spade	1	14828
14829	muffled	1	14829
14830	somehow	1	14830
14831	succeeded	1	14831
14832	buri	1	14832
14833	tapasi	1	14833
14834	nayagram	1	14834
14835	patriarch	1	14835
14836	somersault	1	14836
14837	runner	1	14837
14838	drms	1	14838
14839	sprinters	1	14839
14840	naive	1	14840
14841	goldwinning	1	14841
14842	searched	1	14842
14843	mishti	1	14843
14844	nausea	1	14844
14845	giddiness	1	14845
14846	infectious	1	14846
14847	defencerelated	1	14847
14848	professors	1	14848
14849	kanika	1	14849
14850	makal	1	14850
14851	goligram	1	14851
14852	pilferers	1	14852
14853	krishi	1	14853
14854	ord	1	14854
14855	sarbojanin	1	14855
14856	crafted	1	14856
14857	gangopadhyay	1	14857
14858	cosmic	1	14858
14859	neighbourhoo	1	14859
14860	drama	1	14860
14861	bungling	1	14861
14862	pulsepolio	1	14862
14863	electrification	1	14863
14864	chhotoitna	1	14864
14865	arsenicfree	1	14865
14866	tubewells	1	14866
14867	brittihuda	1	14867
14868	rallying	1	14868
14869	vied	1	14869
14870	hazampara	1	14870
14871	cow	1	14871
14872	efficacy	1	14872
14873	drives	1	14873
14874	saves	1	14874
14875	rescuing	1	14875
14876	bhatpara	1	14876
14877	lakshmis	1	14877
14878	entreaties	1	14878
14879	ticking	1	14879
14880	pavement	1	14880
14881	placenta	1	14881
14882	unexpectedly	1	14882
14883	reevaluation	1	14883
14884	kallol	1	14884
14885	guhathakurta	1	14885
14886	longdrawn	1	14886
14887	provice	1	14887
14888	proposing	1	14888
14889	mechanism	1	14889
14890	grievance	1	14890
14891	promotionrelated	1	14891
14892	payscales	1	14892
14893	vow	1	14893
14894	ghogomalu	1	14894
14895	abounds	1	14895
14896	weaker	1	14896
14897	backseat	1	14897
14898	trudge	1	14898
14899	rainy	1	14899
14900	darpasila	1	14900
14901	kuthipara	1	14901
14902	ampukurdanga	1	14902
14903	twenty	1	14903
14904	chestdeep	1	14904
14905	slush	1	14905
14906	akshoy	1	14906
14907	papu	1	14907
14908	remembers	1	14908
14909	calculated	1	14909
14910	sanko	1	14910
14911	rotted	1	14911
14912	bridgebuilding	1	14912
14913	bolpursriniketan	1	14913
14914	ghoshal	1	14914
14915	sansad	1	14915
14916	matchmaker	1	14916
14917	bred	1	14917
14918	captivity	1	14918
14919	sixfoot	1	14919
14920	buxa	1	14920
14921	kunki	1	14921
14922	wardens	1	14922
14923	tamil	1	14923
14924	nadu	1	14924
14925	armenian	1	14925
14926	robert	1	14926
14927	gifting	1	14927
14928	yerevan	1	14928
14929	sevenandahalf	1	14929
14930	bipul	1	14930
14931	airlifted	1	14931
14932	vet	1	14932
14933	supervisor	1	14933
14934	keeper	1	14934
14935	acclimatised	1	14935
14936	ghatbaor	1	14936
14937	sasanka	1	14937
14938	voted	1	14938
14939	kanak	1	14939
14940	fuljhor	1	14940
14941	freshly	1	14941
14942	biri	1	14942
14943	intersections	1	14943
14944	hazaribagh	1	14944
14945	bansgarh	1	14945
14946	jhaldai	1	14946
14947	compelling	1	14947
14948	lie	1	14948
14949	tatters	1	14949
14950	windfalls	1	14950
14951	interacting	1	14951
14952	lending	1	14952
14953	reconstruction	1	14953
14954	belowpoverty	1	14954
14955	receptive	1	14955
14956	pragmatism	1	14956
14957	il	1	14957
14958	modelactress	1	14958
14959	nandana	1	14959
14960	tries	1	14960
